comp,post_bugs,size,complexity,prior_changes,change_churn,prior_bugs,total,minor,major,ownership,entropy,review_rate,review_churn_rate,voters,minor_voters,major_voters,voter_ownership,self_reviews,too_quick,little_discussion,median_revspeed,mean_revspeed,median_discussion,mean_discussion,minor_wrote_no_major_revd,minor_wrote_no_owner_revd,median_voterscore,mean_voterscore,actors,minor_actors,major_actors,actor_ownership,owner_more_author,median_maxexp,mean_maxexp,median_minexp,mean_minexp,subsystem,DataClass,TraditionBreaker,SchizophrenicClass,GodClass,GodModule,SchizophrenicModule,DataModule,FeatureEnvy,DataClumps,SiblingDuplication,InternalDuplication,ExternalDuplication,MessageChains
Modules/Segmentation/KLMRegionGrowing/include,0,309,0.226537217,1,3,0,1,0,1,1,1,1,1,3,0,3,1,1,1,1,4.04193038,4.04193038,0.000791139,0.000791139,1,1,0,0,6,0,6,0.5,1,1,1,0.216666667,0.216666667,ITK,4,0,1,0,0,0,0,0,0,0,0,0,0
Modules/Segmentation/LabelVoting/include,3,376,0.316489362,4,323,0,4,0,4,0.25,1,1,1,4,0,4,0.666666667,1,1,2,140.8249782,17510.54797,0.006142899,0.253269234,2,2,0,0.1,12,0,12,0.571428571,0,0.571428571,0.616389093,0.333333333,0.36945929,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Segmentation/LevelSets/include,0,3205,0.229953198,11,220,2,5,0,5,0.454545455,0.977686537,1,1,6,0,6,0.857142857,3,3,5,100.7047064,332.8756631,0.009433962,0.030611905,3,3,0,0.090909091,13,0,13,0.538461538,1,0.714285714,0.758015938,0.333333333,0.298933741,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Segmentation/LevelSetsv4/include,0,3003,0.16949717,15,3379,0,5,0,5,0.533333333,0.98256247,1,1,6,0,6,0.6,1,3,4,410.0531971,3283.369676,0.014775669,0.081788094,0,1,0.2,0.130081301,12,6,6,0.956521739,1,0.956521739,0.943174658,0.956521739,0.865545241,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Segmentation/LevelSetsv4Visualization/include,0,587,0.136286201,4,475,0,4,0,4,0.25,1,1,1,6,0,6,0.75,0,2,1,7.298264448,2339.526097,0.000791139,0.111553747,0,0,0.25,0.166666667,8,0,8,0.842105263,1,0.842105263,0.838010358,0.842105263,0.734184145,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Segmentation/MarkovRandomFieldsClassifiers/include,0,261,0.30651341,1,3,0,1,0,1,1,1,1,1,3,0,3,1,0,1,1,4.04193038,4.04193038,0.000791139,0.000791139,1,1,0,0,9,0,9,0.5,1,0.397058824,0.511029412,0.238095238,0.279761905,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Segmentation/RegionGrowing/include,0,321,0.352024922,2,20,0,2,0,2,0.5,1,1,1,5,0,5,1,0,1,2,2631.26541,2631.26541,0.033728903,0.033728903,1,1,0,0.166666667,8,0,8,0.666666667,0,0.75,0.805555556,0.333333333,0.416666667,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Segmentation/SignedDistanceFunction/include,0,154,0.246753247,3,38,0,1,0,1,1,0.985774825,1,1,5,0,5,1,1,2,1,16.7351577,25.69977752,0.000791139,0.001066997,1,1,0,0.2,9,0,9,1,0,1,1,0.333333333,0.376664739,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Segmentation/Voronoi/include,0,619,0.253634895,1,5,0,1,0,1,1,1,1,1,3,0,3,1,1,1,1,4.04193038,4.04193038,0.000791139,0.000791139,1,1,0,0,7,0,7,0.5,1,0.75,0.75,0.416666667,0.416666667,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Segmentation/Watersheds/include,2,973,0.301130524,6,47,0,4,0,4,0.333333333,0.987541502,1,1,8,0,8,0.4,2,1,2,100.7047064,656.2523847,0.009090909,0.034161232,0,0,0.333333333,0.240740741,11,0,11,0.636363636,0,0.75,0.770661157,0.333333333,0.322829081,ITK,1,0,0,0,0,0,0,0,0,0,0,0,0
Modules/ThirdParty/DICOMParser/src/DICOMParser,0,899,0.071190211,1,8,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITK,9,0,1,2,0,0,0,0,2,0,0,0,0
Modules/ThirdParty/Expat/src/expat,0,7942,0.27083858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITK,22,0,0,0,0,0,0,0,0,0,0,0,0
Modules/ThirdParty/GDCM/src/gdcm/Source/Common,0,997,0.184553661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/ThirdParty/GDCM/src/gdcm/Source/DataDictionary,0,22198,0.266105055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITK,5,0,0,0,0,0,0,2,0,0,0,0,0
Modules/ThirdParty/GDCM/src/gdcm/Source/DataStructureAndEncodingDefinition,0,3446,0.235635519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,8,0,8,1,0,1,1,0.676470588,0.676470588,ITK,2,0,1,1,0,0,0,0,0,0,0,0,0
Modules/ThirdParty/GDCM/src/gdcm/Source/InformationObjectDefinition,0,1160,0.100862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITK,4,0,1,1,0,0,0,0,0,2,1,0,0
Modules/ThirdParty/GDCM/src/gdcm/Source/MediaStorageAndFileFormat,0,2107,0.112007594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,3,1,1,1,1,1,1,ITK,25,0,0,8,0,0,0,2,0,2,4,0,0
Modules/ThirdParty/GDCM/src/gdcm/Utilities,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/ThirdParty/GDCM/src/gdcm/Utilities/C99,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/ThirdParty/GDCM/src/gdcm/Utilities/gdcmcharls,0,2462,0.188464663,2,4,1,2,0,2,0.5,1,1,1,4,0,4,1,0,0,1,5154.62963,5154.62963,0.257575758,0.257575758,0,0,0.25,0.25,5,0,5,1,0,1,1,0.7,0.7,ITK,6,0,0,0,0,0,0,2,0,0,0,0,0
Modules/ThirdParty/GDCM/src/gdcm/Utilities/gdcmjpeg,0,7784,0.156988695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,6,1,1,1,1,0.666666667,0.666666667,ITK,10,0,0,0,0,0,0,0,0,0,0,0,0
Modules/ThirdParty/GDCM/src/gdcm/Utilities/gdcmuuid,0,304,0.180921053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITK,1,0,0,0,0,0,0,0,0,0,0,0,0
Modules/ThirdParty/GDCM/src/gdcm/Wrapping/Python,0,678,0.005899705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/ThirdParty/GIFTI/src/gifticlib,0,7810,0.278233035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITK,9,0,0,0,0,0,0,0,0,0,0,0,0
Modules/ThirdParty/HDF5/src/itkhdf5/c++/src,0,411,0.177615572,2,11,1,1,0,1,1,0,0.5,0.181818182,3,0,3,1,0,0,0,18878.07143,18878.07143,0.5,0.5,0,0,0,0,4,0,4,1,1,1,1,1,1,ITK,1,0,0,0,0,0,0,0,0,0,0,0,0
Modules/ThirdParty/JPEG/src/itkjpeg,0,19867,0.138823174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITK,37,0,0,0,0,0,0,0,0,0,0,0,0
Modules/ThirdParty/KWSys/src/KWSys,0,5341,0.18161393,1,54,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITK,17,0,0,0,0,0,0,0,0,0,0,0,0
Modules/ThirdParty/MetaIO/src/MetaIO,0,2276,0.067223199,3,22,1,2,0,2,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITK,40,0,0,17,0,0,0,1,0,8,2,4,0
Modules/ThirdParty/NIFTI/src/nifti/fsliolib,0,1788,0.243847875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,1,1,1,1,1,1,ITK,5,0,0,0,0,0,0,0,0,0,0,0,0
Modules/ThirdParty/NIFTI/src/nifti/nifticdf,0,5466,0.183132089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/ThirdParty/NIFTI/src/nifti/niftilib,0,4837,0.248914617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,1,1,1,1,1,1,ITK,5,0,0,0,0,0,0,0,0,0,0,0,0
Modules/ThirdParty/NIFTI/src/nifti/utils,0,3507,0.244938694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,1,1,1,1,1,1,ITK,2,0,0,0,0,0,0,0,0,0,0,0,0
Modules/ThirdParty/NIFTI/src/nifti/znzlib,0,124,0.258064517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,6,1,1,1,1,0.666666667,0.666666667,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/ThirdParty/NrrdIO/src/NrrdIO,0,10573,0.202875248,7,7869,1,4,0,4,0.571428571,0.992205817,1,1,6,0,6,1,4,2,1,1121.802083,1270.251276,0.042174797,0.056867647,1,1,0,0,10,0,10,0.833333333,0,0.833333333,0.861111111,0.833333333,0.791666667,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
